Date,Year,Region,Manufacturer,Powertrain,Sales
2021-05-20,2021,North America,Rivian,BEV,308
2021-05-21,2021,China,Volkswagen,BEV,78
2021-05-21,2021,China,BYD,BEV,236
2021-05-22,2021,North America,Hyundai,BEV,278
2021-05-23,2021,Europe,Ford,BEV,185
2021-05-23,2021,North America,Tesla,BEV,317
2021-05-23,2021,China,Others,BEV,217
2021-05-23,2021,North America,Rivian,BEV,408
2021-05-23,2021,North America,Volkswagen,PHEV,98
2021-05-23,2021,Europe,NIO,BEV,296
2021-05-23,2021,Europe,Ford,BEV,501
2021-05-24,2021,North America,Rivian,BEV,199
2021-05-24,2021,North America,BYD,BEV,163
2021-05-25,2021,North America,Ford,BEV,196
2021-05-25,2021,Rest of World,Volkswagen,BEV,205
2021-05-25,2021,North America,Others,PHEV,260
2021-05-25,2021,North America,Hyundai,BEV,48
2021-05-27,2021,North America,Volkswagen,BEV,250
2021-05-27,2021,Europe,General Motors,PHEV,250
2021-05-27,2021,North America,Tesla,PHEV,590
2021-05-27,2021,China,NIO,BEV,308
2021-05-28,2021,China,Hyundai,BEV,199
2021-05-28,2021,China,Volkswagen,PHEV,181
2021-05-29,2021,North America,Rivian,BEV,63
2021-05-30,2021,North America,General Motors,BEV,250
2021-05-30,2021,North America,Hyundai,BEV,284
2021-05-30,2021,North America,BYD,PHEV,205
2021-05-31,2021,China,Hyundai,BEV,102
2021-06-01,2021,China,Hyundai,BEV,102
2021-06-01,2021,North America,Volkswagen,BEV,272
2021-06-01,2021,North America,Tesla,BEV,620
2021-06-01,2021,China,Ford,BEV,139
2021-06-01,2021,North America,NIO,PHEV,169
2021-06-03,2021,China,NIO,BEV,118
2021-06-03,2021,Europe,NIO,BEV,242
2021-06-04,2021,China,Tesla,BEV,54
2021-06-05,2021,China,Tesla,BEV,60
2021-06-07,2021,North America,Hyundai,BEV,72
2021-06-07,2021,North America,Tesla,BEV,408
2021-06-07,2021,China,Rivian,PHEV,60
2021-06-07,2021,Europe,General Motors,BEV,381
2021-06-07,2021,China,Hyundai,BEV,133
2021-06-08,2021,China,Rivian,PHEV,278
2021-06-08,2021,Europe,Volkswagen,BEV,533
2021-06-08,2021,North America,Others,PHEV,254
2021-06-09,2021,North America,NIO,BEV,187
2021-06-09,2021,North America,Tesla,BEV,696
2021-06-10,2021,Europe,Rivian,BEV,175
2021-06-10,2021,China,NIO,PHEV,308
2021-06-10,2021,North America,Others,BEV,163
2021-06-10,2021,Europe,Rivian,BEV,248
2021-06-10,2021,Europe,Rivian,BEV,84
2021-06-10,2021,North America,Rivian,BEV,354
2021-06-11,2021,Rest of World,Others,BEV,66
2021-06-11,2021,Europe,NIO,PHEV,284
2021-06-12,2021,Europe,General Motors,BEV,152
2021-06-12,2021,China,Hyundai,BEV,284
2021-06-13,2021,China,BYD,PHEV,780
2021-06-13,2021,Europe,BYD,BEV,248
2021-06-13,2021,North America,Rivian,BEV,217
2021-06-14,2021,Europe,Tesla,BEV,559
2021-06-15,2021,China,Rivian,BEV,115
2021-06-15,2021,North America,Volkswagen,BEV,250
2021-06-16,2021,Europe,General Motors,BEV,87
2021-06-16,2021,China,General Motors,PHEV,151
2021-06-17,2021,China,Volkswagen,BEV,36
2021-06-17,2021,China,NIO,BEV,199
2021-06-18,2021,China,Rivian,BEV,151
2021-06-18,2021,North America,Others,BEV,169
2021-06-18,2021,China,NIO,BEV,208
2021-06-19,2021,Europe,BYD,PHEV,205
2021-06-19,2021,North America,Tesla,PHEV,393
2021-06-19,2021,North America,Others,BEV,211
2021-06-19,2021,Europe,Tesla,BEV,559
2021-06-20,2021,North America,Volkswagen,PHEV,457
2021-06-21,2021,North America,Volkswagen,PHEV,479
2021-06-21,2021,China,Volkswagen,BEV,60
2021-06-22,2021,China,Rivian,BEV,163
2021-06-22,2021,China,Ford,BEV,115
2021-06-23,2021,Europe,General Motors,BEV,294
2021-06-23,2021,North America,Volkswagen,BEV,479
2021-06-23,2021,Europe,Ford,PHEV,152
2021-06-24,2021,Europe,Others,PHEV,205
2021-06-25,2021,North America,Ford,BEV,501
2021-06-25,2021,China,Others,PHEV,205
2021-06-26,2021,North America,Others,BEV,211
2021-06-26,2021,China,Tesla,BEV,230
2021-06-26,2021,Europe,Ford,BEV,359
2021-06-26,2021,China,Hyundai,BEV,193
2021-06-27,2021,Rest of World,Volkswagen,PHEV,48
2021-06-27,2021,Europe,Tesla,BEV,196
2021-06-27,2021,North America,Ford,BEV,163
2021-06-28,2021,China,Rivian,PHEV,211
2021-06-29,2021,Europe,Hyundai,BEV,266
2021-06-29,2021,Europe,BYD,PHEV,127
2021-06-29,2021,North America,Others,BEV,54
2021-06-29,2021,China,Volkswagen,BEV,284
2021-06-30,2021,China,Volkswagen,BEV,157
2021-06-30,2021,Rest of World,Rivian,PHEV,175
2021-06-30,2021,Europe,NIO,PHEV,60
2021-07-01,2021,China,Tesla,BEV,84
2021-07-01,2021,Europe,BYD,BEV,133
2021-07-02,2021,Europe,Ford,BEV,87
2021-07-02,2021,Europe,Ford,BEV,326
2021-07-02,2021,North America,NIO,BEV,78
2021-07-02,2021,North America,Hyundai,BEV,199
2021-07-03,2021,Europe,Tesla,PHEV,711
2021-07-03,2021,Europe,Rivian,BEV,163
2021-07-04,2021,Europe,Ford,PHEV,533
2021-07-04,2021,China,Tesla,PHEV,48
2021-07-04,2021,China,NIO,BEV,208
2021-07-05,2021,Rest of World,Hyundai,BEV,205
2021-07-06,2021,China,NIO,BEV,236
2021-07-06,2021,North America,NIO,PHEV,272
2021-07-06,2021,China,Volkswagen,BEV,278
2021-07-06,2021,Europe,Others,BEV,102
2021-07-07,2021,Europe,Tesla,PHEV,484
2021-07-08,2021,China,Volkswagen,BEV,205
2021-07-08,2021,Europe,BYD,BEV,163
2021-07-09,2021,China,Rivian,BEV,236
2021-07-09,2021,Europe,Ford,BEV,141
2021-07-09,2021,North America,Rivian,BEV,426
2021-07-09,2021,China,Ford,BEV,236
2021-07-09,2021,North America,Rivian,PHEV,263
2021-07-09,2021,China,Rivian,BEV,236
2021-07-10,2021,Europe,Rivian,PHEV,163
2021-07-10,2021,Europe,Ford,PHEV,435
2021-07-10,2021,Europe,Rivian,BEV,36
2021-07-11,2021,China,Hyundai,BEV,157
2021-07-11,2021,China,General Motors,BEV,230
2021-07-11,2021,China,BYD,PHEV,381
2021-07-12,2021,Europe,Rivian,PHEV,248
2021-07-12,2021,China,Volkswagen,PHEV,127
2021-07-13,2021,Europe,NIO,PHEV,90
2021-07-13,2021,China,Volkswagen,PHEV,187
2021-07-13,2021,China,Tesla,BEV,54
2021-07-13,2021,China,BYD,BEV,108
2021-07-14,2021,China,General Motors,BEV,278
2021-07-14,2021,China,Others,PHEV,169
2021-07-15,2021,China,Rivian,PHEV,278
2021-07-15,2021,China,Rivian,BEV,127
2021-07-15,2021,China,Tesla,BEV,248
2021-07-16,2021,North America,NIO,PHEV,36
2021-07-18,2021,China,BYD,BEV,562
2021-07-18,2021,North America,Tesla,BEV,363
2021-07-18,2021,North America,Rivian,BEV,354
2021-07-19,2021,China,Ford,BEV,181
2021-07-19,2021,China,Ford,BEV,157
2021-07-20,2021,China,Tesla,BEV,199
2021-07-20,2021,Europe,Hyundai,BEV,236
2021-07-21,2021,Europe,NIO,BEV,96
2021-07-21,2021,Europe,Volkswagen,BEV,315
2021-07-22,2021,China,BYD,BEV,671
2021-07-22,2021,China,Tesla,BEV,290
2021-07-22,2021,China,Tesla,BEV,108
2021-07-23,2021,North America,Hyundai,BEV,242
2021-07-23,2021,Europe,General Motors,PHEV,196
2021-07-23,2021,North America,BYD,BEV,266
2021-07-23,2021,China,NIO,BEV,118
2021-07-24,2021,China,BYD,PHEV,708
2021-07-25,2021,North America,BYD,PHEV,48
2021-07-25,2021,China,NIO,BEV,236
2021-07-25,2021,China,Others,BEV,163
2021-07-25,2021,Rest of World,BYD,BEV,121
2021-07-26,2021,North America,Rivian,PHEV,281
2021-07-26,2021,North America,General Motors,BEV,294
2021-07-27,2021,North America,Volkswagen,BEV,490
2021-07-28,2021,North America,Others,BEV,127
2021-07-28,2021,Europe,Volkswagen,BEV,403
2021-07-29,2021,China,Ford,BEV,60
2021-07-29,2021,China,NIO,BEV,54
2021-07-30,2021,Europe,BYD,BEV,115
2021-07-31,2021,North America,Rivian,BEV,254
2021-07-31,2021,Europe,Hyundai,BEV,96
2021-08-01,2021,Europe,BYD,BEV,102
2021-08-02,2021,Rest of World,Others,BEV,278
2021-08-03,2021,Europe,Hyundai,BEV,102
2021-08-05,2021,China,General Motors,BEV,290
2021-08-05,2021,China,Ford,PHEV,199
2021-08-05,2021,Europe,BYD,BEV,139
2021-08-06,2021,China,Tesla,BEV,296
2021-08-06,2021,China,Ford,BEV,199
2021-08-07,2021,Europe,Ford,PHEV,523
2021-08-07,2021,Europe,BYD,BEV,278
2021-08-07,2021,China,Tesla,BEV,90
2021-08-07,2021,China,Tesla,PHEV,66
2021-08-07,2021,North America,BYD,BEV,145
2021-08-07,2021,China,Volkswagen,PHEV,78
2021-08-08,2021,China,Hyundai,BEV,187
2021-08-08,2021,North America,Hyundai,BEV,205
2021-08-08,2021,China,BYD,BEV,526
2021-08-09,2021,Europe,Ford,BEV,479
2021-08-10,2021,Europe,BYD,PHEV,236
2021-08-10,2021,North America,BYD,BEV,290
2021-08-10,2021,China,Ford,BEV,211
2021-08-11,2021,Europe,Rivian,BEV,181
2021-08-11,2021,Europe,Others,PHEV,278
2021-08-12,2021,Europe,Hyundai,PHEV,272
2021-08-12,2021,China,BYD,BEV,617
2021-08-12,2021,Europe,BYD,BEV,54
2021-08-12,2021,North America,Ford,BEV,207
2021-08-13,2021,Europe,NIO,PHEV,127
2021-08-14,2021,Rest of World,BYD,BEV,284
2021-08-15,2021,China,Hyundai,BEV,115
2021-08-15,2021,Europe,Rivian,PHEV,278
2021-08-16,2021,China,Tesla,BEV,96
2021-08-17,2021,China,Ford,BEV,96
2021-08-18,2021,China,Hyundai,BEV,60
2021-08-18,2021,Europe,Others,PHEV,242
2021-08-19,2021,North America,General Motors,BEV,435
2021-08-20,2021,Europe,Hyundai,BEV,145
2021-08-20,2021,China,BYD,BEV,435
2021-08-21,2021,Europe,NIO,BEV,260
2021-08-21,2021,North America,Rivian,PHEV,136
2021-08-22,2021,Rest of World,Ford,PHEV,187
2021-08-22,2021,China,Rivian,PHEV,84
2021-08-23,2021,China,General Motors,BEV,223
2021-08-23,2021,China,Volkswagen,PHEV,193
2021-08-24,2021,China,General Motors,BEV,187
2021-08-24,2021,North America,Rivian,PHEV,345
2021-08-25,2021,China,BYD,BEV,871
2021-08-25,2021,China,BYD,BEV,853
2021-08-25,2021,Rest of World,Hyundai,BEV,217
2021-08-25,2021,North America,Volkswagen,BEV,501
2021-08-26,2021,China,Rivian,BEV,181
2021-08-26,2021,North America,BYD,PHEV,54
2021-08-27,2021,North America,NIO,PHEV,278
2021-08-27,2021,North America,Volkswagen,PHEV,370
2021-08-27,2021,North America,General Motors,BEV,414
2021-08-27,2021,Europe,Tesla,BEV,136
2021-08-28,2021,North America,Tesla,BEV,454
2021-08-28,2021,China,BYD,BEV,835
2021-08-28,2021,China,BYD,PHEV,454
2021-08-29,2021,Europe,Tesla,BEV,211
2021-08-29,2021,China,Others,PHEV,169
2021-08-30,2021,North America,NIO,BEV,60
2021-08-30,2021,North America,Ford,BEV,250
2021-08-30,2021,China,General Motors,BEV,205
2021-08-30,2021,China,Volkswagen,BEV,242
2021-08-30,2021,Europe,Hyundai,BEV,36
2021-08-31,2021,North America,Tesla,BEV,363
2021-08-31,2021,North America,Tesla,PHEV,75
2021-08-31,2021,Europe,NIO,BEV,175
2021-08-31,2021,China,BYD,PHEV,708
2021-08-31,2021,Europe,Hyundai,PHEV,266
2021-09-01,2021,China,Others,BEV,90
2021-09-01,2021,Rest of World,Volkswagen,PHEV,78
2021-09-01,2021,North America,Tesla,BEV,620
2021-09-03,2021,Europe,NIO,BEV,133
2021-09-03,2021,China,Rivian,BEV,30
2021-09-04,2021,North America,NIO,PHEV,284
2021-09-04,2021,Europe,Tesla,BEV,393
2021-09-04,2021,Europe,Hyundai,BEV,96
2021-09-04,2021,Europe,General Motors,BEV,512
2021-09-06,2021,North America,NIO,BEV,60
2021-09-08,2021,China,BYD,BEV,635
2021-09-08,2021,China,BYD,PHEV,708
2021-09-08,2021,Europe,Rivian,PHEV,133
2021-09-09,2021,North America,Ford,BEV,141
2021-09-09,2021,China,General Motors,BEV,72
2021-09-09,2021,China,NIO,PHEV,245
2021-09-10,2021,Europe,Hyundai,BEV,272
2021-09-10,2021,Rest of World,Hyundai,BEV,266
2021-09-10,2021,China,General Motors,PHEV,133
2021-09-10,2021,North America,Ford,BEV,435
2021-09-11,2021,Rest of World,Tesla,BEV,133
2021-09-11,2021,China,General Motors,PHEV,30
2021-09-12,2021,Europe,Others,BEV,254
2021-09-13,2021,Europe,General Motors,BEV,98
2021-09-14,2021,China,NIO,BEV,172
2021-09-14,2021,China,BYD,BEV,599
2021-09-14,2021,Europe,Tesla,BEV,257
2021-09-14,2021,China,BYD,PHEV,199
2021-09-14,2021,China,NIO,BEV,444
2021-09-14,2021,Rest of World,Tesla,BEV,205
2021-09-15,2021,China,BYD,BEV,726
2021-09-15,2021,China,Hyundai,BEV,151
2021-09-15,2021,Europe,NIO,BEV,278
2021-09-16,2021,Rest of World,Tesla,BEV,260
2021-09-16,2021,Europe,Others,BEV,254
2021-09-17,2021,North America,NIO,BEV,290
2021-09-17,2021,China,NIO,BEV,108
2021-09-18,2021,Europe,NIO,BEV,42
2021-09-18,2021,North America,BYD,BEV,66
2021-09-18,2021,China,Tesla,BEV,205
2021-09-19,2021,Europe,Volkswagen,PHEV,348
2021-09-20,2021,Rest of World,Ford,BEV,169
2021-09-20,2021,China,Ford,BEV,248
2021-09-20,2021,North America,Others,PHEV,96
2021-09-21,2021,North America,General Motors,BEV,424
2021-09-21,2021,North America,Rivian,BEV,417
2021-09-22,2021,Europe,Volkswagen,BEV,119
2021-09-23,2021,China,Volkswagen,BEV,205
2021-09-23,2021,Europe,General Motors,BEV,239
2021-09-25,2021,North America,BYD,PHEV,223
2021-09-25,2021,Europe,General Motors,BEV,337
2021-09-25,2021,Europe,Hyundai,BEV,66
2021-09-26,2021,Europe,Rivian,BEV,205
2021-09-26,2021,Europe,NIO,BEV,260
2021-09-27,2021,China,Tesla,BEV,211
2021-09-27,2021,China,Hyundai,BEV,30
2021-09-27,2021,North America,Hyundai,BEV,139
2021-09-27,2021,Europe,Ford,BEV,501
2021-09-27,2021,China,Hyundai,BEV,236
2021-09-27,2021,China,Ford,BEV,211
2021-09-28,2021,Europe,Hyundai,BEV,54
2021-09-28,2021,Europe,Hyundai,BEV,102
2021-09-29,2021,Europe,Ford,PHEV,446
2021-09-29,2021,China,Ford,BEV,133
2021-09-29,2021,North America,Hyundai,PHEV,169
2021-09-29,2021,Rest of World,Tesla,BEV,60
2021-09-29,2021,North America,Volkswagen,PHEV,414
2021-10-02,2021,North America,Hyundai,BEV,72
2021-10-02,2021,Europe,NIO,BEV,66
2021-10-02,2021,Europe,BYD,BEV,236
2021-10-02,2021,North America,NIO,BEV,151
2021-10-02,2021,China,NIO,BEV,127
2021-10-03,2021,Europe,Tesla,BEV,620
2021-10-03,2021,China,Rivian,BEV,96
2021-10-03,2021,Europe,Hyundai,BEV,48
2021-10-03,2021,China,Others,PHEV,102
2021-10-04,2021,China,Volkswagen,PHEV,211
2021-10-04,2021,Europe,Others,BEV,66
2021-10-04,2021,China,General Motors,BEV,90
2021-10-04,2021,China,Others,BEV,121
2021-10-05,2021,Europe,Tesla,BEV,575
2021-10-05,2021,China,BYD,PHEV,435
2021-10-05,2021,China,NIO,PHEV,127
2021-10-05,2021,China,Tesla,BEV,121
2021-10-06,2021,China,Volkswagen,PHEV,121
2021-10-06,2021,China,Others,BEV,296
2021-10-08,2021,China,NIO,PHEV,435
2021-10-08,2021,North America,General Motors,BEV,501
2021-10-08,2021,Europe,Hyundai,BEV,78
2021-10-08,2021,China,Rivian,BEV,157
2021-10-08,2021,North America,Ford,BEV,54
2021-10-10,2021,China,Ford,PHEV,205
2021-10-10,2021,China,Others,BEV,211
2021-10-10,2021,Europe,Hyundai,BEV,284
2021-10-11,2021,China,Rivian,BEV,169
2021-10-11,2021,North America,Tesla,PHEV,75
2021-10-12,2021,Europe,Rivian,BEV,139
2021-10-12,2021,China,Ford,BEV,266
2021-10-12,2021,China,NIO,BEV,190
2021-10-13,2021,North America,BYD,PHEV,102
2021-10-13,2021,North America,NIO,BEV,193
2021-10-14,2021,North America,General Motors,PHEV,457
2021-10-14,2021,North America,Hyundai,BEV,242
2021-10-15,2021,China,Tesla,BEV,54
2021-10-15,2021,China,NIO,BEV,354
2021-10-16,2021,North America,NIO,BEV,36
2021-10-17,2021,North America,Volkswagen,BEV,414
2021-10-18,2021,Europe,General Motors,PHEV,141
2021-10-18,2021,China,Ford,PHEV,96
2021-10-18,2021,Rest of World,General Motors,PHEV,169
2021-10-18,2021,China,Tesla,BEV,139
2021-10-18,2021,Europe,Volkswagen,BEV,468
2021-10-19,2021,North America,Others,BEV,60
2021-10-19,2021,Europe,Rivian,BEV,145
2021-10-21,2021,China,Others,BEV,266
2021-10-21,2021,Europe,Volkswagen,BEV,207
2021-10-22,2021,Europe,Ford,BEV,250
2021-10-22,2021,Europe,BYD,BEV,278
2021-10-23,2021,Europe,Hyundai,BEV,30
2021-10-23,2021,China,Others,BEV,242
2021-10-24,2021,China,Tesla,BEV,266
2021-10-24,2021,North America,General Motors,BEV,196
2021-10-25,2021,China,NIO,BEV,299
2021-10-25,2021,Europe,NIO,BEV,169
2021-10-25,2021,Europe,Others,PHEV,145
2021-10-25,2021,Europe,Rivian,BEV,272
2021-10-26,2021,North America,General Motors,BEV,468
2021-10-26,2021,North America,Others,BEV,139
2021-10-27,2021,Europe,Ford,BEV,76
2021-10-27,2021,Europe,Volkswagen,BEV,305
2021-10-27,2021,China,Others,BEV,54
2021-10-28,2021,North America,Rivian,BEV,145
2021-10-28,2021,North America,BYD,BEV,151
2021-10-28,2021,Europe,Rivian,PHEV,242
2021-10-28,2021,Europe,BYD,BEV,223
2021-10-29,2021,North America,Others,BEV,127
2021-10-29,2021,China,General Motors,BEV,260
2021-10-29,2021,North America,Volkswagen,PHEV,315
2021-10-29,2021,Europe,Others,BEV,42
2021-10-30,2021,North America,Hyundai,PHEV,48
2021-10-30,2021,China,Tesla,BEV,272
2021-10-30,2021,Europe,NIO,BEV,60
2021-10-31,2021,China,Others,BEV,169
2021-10-31,2021,Rest of World,NIO,BEV,145
2021-11-01,2021,Europe,General Motors,BEV,424
2021-11-01,2021,Europe,Tesla,BEV,681
2021-11-02,2021,Europe,Others,BEV,90
2021-11-02,2021,North America,Tesla,BEV,575
2021-11-02,2021,China,Tesla,PHEV,96
2021-11-02,2021,China,Tesla,PHEV,242
2021-11-04,2021,North America,Ford,BEV,501
2021-11-05,2021,China,Others,BEV,169
2021-11-05,2021,China,Volkswagen,BEV,151
2021-11-05,2021,China,General Motors,PHEV,36
2021-11-06,2021,Europe,Hyundai,PHEV,272
2021-11-06,2021,North America,NIO,PHEV,90
2021-11-06,2021,China,Ford,BEV,133
2021-11-06,2021,Europe,Others,BEV,66
2021-11-07,2021,China,Rivian,BEV,42
2021-11-07,2021,North America,Ford,BEV,196
2021-11-07,2021,China,NIO,BEV,45
2021-11-07,2021,Europe,Hyundai,BEV,30
2021-11-08,2021,China,Volkswagen,BEV,242
2021-11-08,2021,China,General Motors,BEV,272
2021-11-09,2021,North America,Tesla,BEV,605
2021-11-09,2021,North America,Ford,BEV,283
2021-11-09,2021,Europe,General Motors,BEV,305
2021-11-09,2021,China,Ford,BEV,199
2021-11-09,2021,China,NIO,BEV,435
2021-11-10,2021,China,NIO,BEV,136
2021-11-10,2021,North America,Ford,PHEV,294
2021-11-11,2021,China,Tesla,PHEV,48
2021-11-11,2021,China,NIO,BEV,63
2021-11-11,2021,China,Hyundai,PHEV,199
2021-11-11,2021,China,Tesla,BEV,108
2021-11-11,2021,China,Volkswagen,BEV,72
2021-11-12,2021,Rest of World,Others,BEV,151
2021-11-12,2021,Europe,Hyundai,BEV,145
2021-11-12,2021,Europe,BYD,BEV,84
2021-11-13,2021,Europe,NIO,PHEV,139
2021-11-13,2021,Europe,Tesla,BEV,559
2021-11-14,2021,Rest of World,Hyundai,BEV,157
2021-11-15,2021,Europe,Volkswagen,BEV,359
2021-11-16,2021,Europe,Ford,BEV,217
2021-11-16,2021,Europe,General Motors,BEV,272
2021-11-16,2021,North America,Others,PHEV,102
2021-11-17,2021,China,Others,PHEV,96
2021-11-17,2021,Europe,Hyundai,BEV,36
2021-11-17,2021,Europe,Hyundai,PHEV,169
2021-11-18,2021,China,Others,BEV,223
2021-11-19,2021,Europe,Ford,BEV,163
2021-11-19,2021,Europe,Tesla,PHEV,348
2021-11-19,2021,China,Volkswagen,BEV,284
2021-11-19,2021,Europe,Rivian,BEV,290
2021-11-21,2021,North America,Ford,PHEV,207
2021-11-23,2021,North America,NIO,BEV,60
2021-11-23,2021,Europe,Ford,PHEV,163
2021-11-23,2021,Europe,Volkswagen,PHEV,119
2021-11-23,2021,China,Others,BEV,72
2021-11-23,2021,China,Tesla,PHEV,199
2021-11-23,2021,China,Volkswagen,PHEV,48
2021-11-23,2021,China,NIO,BEV,118
2021-11-24,2021,Europe,Volkswagen,BEV,326
2021-11-25,2021,North America,Ford,BEV,217
2021-11-25,2021,North America,Hyundai,BEV,290
2021-11-26,2021,North America,BYD,PHEV,242
2021-11-26,2021,Europe,Rivian,BEV,260
2021-11-28,2021,North America,Hyundai,BEV,42
2021-11-28,2021,North America,Others,BEV,254
2021-11-29,2021,Europe,Rivian,PHEV,66
2021-11-29,2021,China,Ford,BEV,163
2021-11-29,2021,China,NIO,BEV,236
2021-11-29,2021,North America,Tesla,PHEV,136
2021-11-30,2021,China,Tesla,BEV,163
2021-11-30,2021,China,NIO,BEV,399
2021-11-30,2021,North America,Others,PHEV,96
2021-12-01,2021,Europe,Rivian,BEV,163
2021-12-02,2021,Rest of World,General Motors,PHEV,223
2021-12-02,2021,Europe,General Motors,BEV,523
2021-12-02,2021,China,Hyundai,BEV,30
2021-12-03,2021,China,General Motors,PHEV,36
2021-12-03,2021,Rest of World,Tesla,PHEV,223
2021-12-04,2021,Europe,NIO,BEV,54
2021-12-05,2021,North America,Others,BEV,193
2021-12-05,2021,China,Rivian,BEV,108
2021-12-05,2021,North America,Others,BEV,66
2021-12-07,2021,Europe,General Motors,PHEV,501
2021-12-07,2021,Europe,Hyundai,BEV,84
2021-12-07,2021,North America,Tesla,BEV,514
2021-12-07,2021,China,Others,BEV,42
2021-12-07,2021,China,Ford,BEV,127
2021-12-07,2021,Europe,Tesla,BEV,726
2021-12-07,2021,China,Rivian,BEV,181
2021-12-07,2021,Rest of World,Hyundai,BEV,230
2021-12-08,2021,China,Others,PHEV,108
2021-12-08,2021,Europe,Ford,BEV,119
2021-12-10,2021,North America,Others,BEV,296
2021-12-10,2021,China,General Motors,BEV,115
2021-12-10,2021,North America,General Motors,BEV,468
2021-12-11,2021,China,Volkswagen,PHEV,217
2021-12-11,2021,Europe,Others,PHEV,66
2021-12-12,2021,Europe,Ford,BEV,370
2021-12-12,2021,China,Volkswagen,BEV,133
2021-12-12,2021,Rest of World,Others,BEV,115
2021-12-13,2021,Europe,Rivian,BEV,272
2021-12-14,2021,China,BYD,BEV,145
2021-12-14,2021,Europe,Rivian,PHEV,272
2021-12-14,2021,North America,General Motors,BEV,239
2021-12-15,2021,Europe,Hyundai,PHEV,217
2021-12-15,2021,China,Volkswagen,BEV,127
2021-12-16,2021,North America,Rivian,BEV,399
2021-12-16,2021,North America,Others,BEV,193
2021-12-16,2021,Europe,Rivian,PHEV,230
2021-12-16,2021,China,Ford,BEV,102
2021-12-17,2021,China,Ford,BEV,60
2021-12-17,2021,China,Rivian,PHEV,254
2021-12-19,2021,Rest of World,Ford,PHEV,108
2021-12-19,2021,China,Others,BEV,127
2021-12-19,2021,North America,Hyundai,BEV,151
2021-12-20,2021,North America,Ford,PHEV,446
2021-12-21,2021,North America,Hyundai,BEV,60
2021-12-21,2021,China,BYD,PHEV,762
2021-12-21,2021,Europe,Hyundai,PHEV,175
2021-12-21,2021,Europe,Rivian,BEV,72
2021-12-22,2021,China,Others,BEV,296
2021-12-22,2021,Europe,Volkswagen,BEV,457
2021-12-22,2021,North America,Ford,PHEV,337
2021-12-22,2021,China,General Motors,BEV,296
2021-12-23,2021,China,Rivian,BEV,187
2021-12-23,2021,Europe,Ford,PHEV,435
2021-12-23,2021,Europe,Volkswagen,PHEV,523
2021-12-24,2021,North America,Tesla,BEV,136
2021-12-24,2021,Europe,BYD,BEV,54
2021-12-24,2021,Europe,BYD,PHEV,96
2021-12-25,2021,North America,NIO,BEV,115
2021-12-25,2021,China,General Motors,BEV,163
2021-12-25,2021,China,Hyundai,BEV,230
2021-12-25,2021,China,NIO,PHEV,81
2021-12-26,2021,North America,Volkswagen,BEV,141
2021-12-26,2021,China,Rivian,BEV,181
2021-12-26,2021,North America,Rivian,BEV,290
2021-12-26,2021,Europe,Hyundai,BEV,230
2021-12-27,2021,China,NIO,BEV,236
2021-12-27,2021,Rest of World,Others,BEV,223
2021-12-27,2021,China,NIO,BEV,63
2021-12-28,2021,China,Hyundai,BEV,296
2021-12-28,2021,China,Tesla,BEV,90
2021-12-29,2021,Europe,BYD,PHEV,60
2021-12-30,2021,China,Ford,PHEV,248
2021-12-30,2021,China,Hyundai,BEV,102
2021-12-30,2021,China,Hyundai,BEV,278
2021-12-31,2021,North America,NIO,BEV,163
2021-12-31,2021,Europe,Hyundai,BEV,151
2021-12-31,2021,North America,NIO,PHEV,42
2021-12-31,2021,Europe,Hyundai,BEV,127
2021-12-31,2021,Europe,Ford,BEV,130
2022-01-01,2022,North America,Hyundai,BEV,384
2022-01-01,2022,China,BYD,PHEV,1078
2022-01-01,2022,China,Hyundai,BEV,138
2022-01-02,2022,North America,General Motors,BEV,73
2022-01-02,2022,China,NIO,BEV,196
2022-01-02,2022,China,NIO,PHEV,563
2022-01-03,2022,China,BYD,BEV,710
2022-01-03,2022,China,Ford,PHEV,89
2022-01-04,2022,North America,Rivian,BEV,306
2022-01-04,2022,North America,Tesla,BEV,367
2022-01-04,2022,North America,NIO,PHEV,318
2022-01-05,2022,Europe,BYD,BEV,261
2022-01-05,2022,North America,Others,PHEV,302
2022-01-06,2022,North America,NIO,BEV,65
2022-01-06,2022,China,Ford,BEV,122
2022-01-07,2022,Europe,Hyundai,BEV,400
2022-01-07,2022,China,Hyundai,BEV,212
2022-01-07,2022,Europe,Rivian,BEV,106
2022-01-08,2022,Europe,Rivian,BEV,286
2022-01-08,2022,North America,Rivian,BEV,208
2022-01-09,2022,China,Others,BEV,106
2022-01-09,2022,Europe,Rivian,BEV,98
2022-01-09,2022,China,General Motors,BEV,400
2022-01-10,2022,China,Hyundai,BEV,196
2022-01-10,2022,China,Tesla,BEV,147
2022-01-10,2022,Rest of World,Rivian,BEV,114
2022-01-10,2022,North America,Ford,BEV,176
2022-01-11,2022,China,Tesla,BEV,220
2022-01-11,2022,Europe,General Motors,BEV,338
2022-01-11,2022,China,General Motors,BEV,81
2022-01-11,2022,China,Others,BEV,220
2022-01-11,2022,Europe,Hyundai,BEV,138
2022-01-12,2022,China,Others,BEV,122
2022-01-12,2022,North America,Rivian,PHEV,367
2022-01-13,2022,China,Rivian,BEV,310
2022-01-13,2022,Europe,NIO,BEV,228
2022-01-14,2022,China,Others,BEV,40
2022-01-14,2022,Europe,NIO,BEV,40
2022-01-15,2022,China,Others,BEV,147
